time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-01T07:37:38.420Z,18.4428,-66.1596,87,2.82,md,15,235,0.1539,0.16,pr,pr2019244009,2019-09-01T08:04:52.700Z,"2km ESE of Levittown, Puerto Rico",earthquake,0.89,0.52,0.39,12,reviewed,pr,pr
2019-09-01T07:12:04.740Z,37.4268341,-121.7685013,9.09,2.48,md,61,35,,0.05,nc,nc73263060,2019-09-01T10:16:02.819Z,"8km NE of Alum Rock, CA",earthquake,0.12,0.33,0.11,73,automatic,nc,nc
2019-09-01T06:34:55.640Z,18.2758,-68.2876,149,3.28,md,20,157,0.8157,0.58,pr,pr2019244008,2019-09-01T07:10:58.040Z,"31km SE of Punta Cana, Dominican Republic",earthquake,3.97,2.29,0.25,18,reviewed,pr,pr
2019-09-01T06:23:52.146Z,5.1661,125.242,56.23,4.7,mb,,51,1.92,0.89,us,us70005atm,2019-09-02T10:04:34.088Z,"35km SW of Sarangani, Philippines",earthquake,7.2,7.6,0.073,57,reviewed,us,us
2019-09-01T06:08:54.246Z,59.1156,-136.7994,12.5,2.9,ml,,,,0.94,ak,ak019b7mr401,2019-09-01T07:25:10.040Z,"78km W of Haines, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-01T05:11:18.528Z,59.088,-136.9143,5.4,3.4,ml,,,,0.61,ak,ak019b7m68sn,2019-09-01T07:04:52.040Z,"85km W of Haines, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-01T04:32:26.633Z,59.0774,-136.9642,0.6,5,mww,,,,0.53,ak,ak019b7lpbt4,2019-09-04T06:08:28.591Z,"82km W of Haines, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-09-01T04:31:08.970Z,18.2228,-67.7121,94,2.62,md,8,158,0.2835,0.21,pr,pr2019244002,2019-09-01T05:10:59.240Z,"50km WSW of Rincon, Puerto Rico",earthquake,1.7,1.39,0.36,8,reviewed,pr,pr
2019-09-01T03:42:33.550Z,69.541,-144.2122,0,2.8,ml,,,,0.65,ak,ak019b7l61ya,2019-09-01T11:45:02.264Z,"69km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-09-01T03:28:44.010Z,18.2173,-67.1728,104,2.73,md,14,136,0.028,0.15,pr,pr2019244000,2019-09-01T11:31:17.332Z,"3km WNW of Mayaguez, Puerto Rico",earthquake,1.3,0.81,0.27,13,reviewed,pr,pr
2019-09-01T02:34:50.325Z,-49.9069,-114.9431,10,5.5,mww,,118,34.398,1.4,us,us70005arj,2019-09-03T15:42:19.040Z,"Southern East Pacific Rise",earthquake,11.7,1.9,0.086,13,reviewed,us,us
2019-09-01T02:20:37.315Z,66.6611,-135.7848,17.5,3.6,ml,,,,0.69,ak,ak019b7kfww3,2019-09-01T08:30:42.280Z,"95km SSW of Fort McPherson, Canada",earthquake,,0.1,,,reviewed,ak,ak
2019-09-01T01:52:13.061Z,43.5777,-127.6093,10,3.1,ml,,254,2.495,0.73,us,us70005are,2019-09-02T06:09:26.196Z,"264km WNW of Bandon, Oregon",earthquake,11.2,2,0.042,74,reviewed,us,us
2019-09-01T00:02:40.319Z,42.8369,13.0721,8.74,4.2,mb,,30,0.031,0.91,us,us70005aqt,2019-09-01T23:47:14.536Z,"5km NNW of Norcia, Italy",earthquake,5.3,6.1,0.2,7,reviewed,us,us
2019-09-01T00:01:46.520Z,19.4353333,-154.9125,11.11,2.82,ml,54,185,0.02105,0.1,hv,hv71118832,2019-09-02T20:19:40.341Z,"3km S of Leilani Estates, Hawaii",earthquake,0.47,0.24,0.139,43,reviewed,hv,hv
2019-08-31T23:54:41.679Z,-49.9744,-114.3858,10,5.2,mb,,117,26.449,0.95,us,us70005aqu,2019-09-03T15:19:15.040Z,"Southern East Pacific Rise",earthquake,14.5,1.9,0.073,61,reviewed,us,us
2019-08-31T23:48:39.251Z,9.3609,126.3369,74.4,4.6,mb,,114,2.396,0.85,us,us70005aqm,2019-09-01T00:32:33.040Z,"18km ENE of Cortes, Philippines",earthquake,10,7.1,0.082,45,reviewed,us,us
2019-08-31T23:46:04.182Z,24.8473,122.2445,8.58,4.5,mb,,50,0.793,1.02,us,us70005aqn,2019-09-01T00:24:04.040Z,"48km NE of Su'ao, Taiwan",earthquake,2.5,5.2,0.14,15,reviewed,us,us
2019-08-31T17:33:53.622Z,-60.207,-26.2955,10,4.9,mb,,66,8.105,1.18,us,us70005an0,2019-09-02T16:55:48.040Z,"131km S of Bristol Island, South Sandwich Islands",earthquake,12.1,1.9,0.092,40,reviewed,us,us
2019-08-31T16:49:51.570Z,37.581665,-118.7368317,10.27,2.68,ml,28,92,0.07378,0.05,nc,nc73262755,2019-08-31T23:42:04.932Z,"6km WNW of Toms Place, CA",earthquake,0.36,0.76,0.208,13,automatic,nc,nc
2019-08-31T15:58:32.657Z,36.8164,27.7097,10,3,ml,,102,0.686,0.31,us,us70005brs,2019-09-04T05:06:29.427Z,"9km NNE of Datca, Turkey",earthquake,5,2,0.097,14,reviewed,us,us
2019-08-31T15:09:21.811Z,22.7269,95.5099,10,5.5,mww,,31,1.766,0.55,us,us70005alm,2019-09-03T15:12:52.040Z,"26km NW of Shwebo, Burma",earthquake,6.1,1.8,0.069,20,reviewed,us,us
2019-08-31T15:06:39.020Z,19.1796,-63.906,81,3.55,md,16,238,1.4021,0.37,pr,pr2019243011,2019-09-02T15:57:27.040Z,"120km NE of Road Town, British Virgin Islands",earthquake,3.89,9.64,0.32,16,reviewed,pr,pr
2019-08-31T14:42:19.590Z,18.1713,-67.6755,63,2.61,md,16,186,0.2898,0.27,pr,pr2019243010,2019-09-02T16:07:21.040Z,"39km WSW of Stella, Puerto Rico",earthquake,1.41,1.03,0.33,14,reviewed,pr,pr
2019-08-31T14:28:29.900Z,19.1263,-68.9201,72,3.41,md,7,185,0.314,0.12,pr,pr2019243013,2019-09-02T16:10:04.040Z,"29km NNE of Miches, Dominican Republic",earthquake,13.3,2.12,0,1,reviewed,pr,pr
2019-08-31T14:04:38.967Z,56.4801,-149.1276,23.27,3,ml,,226,2.292,0.82,us,us70005ang,2019-09-02T15:20:55.559Z,"246km SE of Kodiak, Alaska",earthquake,8.7,11,0.04,84,reviewed,us,us
2019-08-31T14:02:57.568Z,52.3417,-169.014,35.58,2.9,ml,,268,0.621,0.55,us,us70005an8,2019-09-02T14:38:25.040Z,"67km S of Nikolski, Alaska",earthquake,2.8,64.8,0.209,6,reviewed,us,us
2019-08-31T13:47:52.928Z,47.4897,-70.1173,14.41,2.7,mb_lg,,72,0.153,0.31,us,us70005aru,2019-09-02T14:28:33.040Z,"16km NNW of La Pocatiere, Canada",earthquake,3.8,8.2,0.1,26,reviewed,us,us
2019-08-31T13:37:56.435Z,31.3283,-103.0883,5,2.7,ml,,46,0.28,0.41,us,us70005ala,2019-09-02T14:20:53.040Z,"34km SSW of Monahans, Texas",earthquake,1.5,0.9,0.128,18,reviewed,us,us
2019-08-31T13:09:57.938Z,31.3176,-103.0891,2.39,2.5,ml,,46,0.281,0.55,us,us70005al9,2019-09-02T14:10:13.040Z,"35km SSW of Monahans, Texas",earthquake,0.8,6.3,0.128,17,reviewed,us,us
2019-08-31T13:02:20.286Z,7.5176,126.6432,58.96,5.1,mww,,71,1.145,0.76,us,us70005al7,2019-09-02T13:53:19.287Z,"9km NE of Baculin, Philippines",earthquake,7.4,5,0.071,19,reviewed,us,us
2019-08-31T12:00:06.315Z,2.7503,-84.3467,10,4.6,mb,,87,5.715,0.64,us,us70005akv,2019-08-31T12:17:49.040Z,"Off the coast of Central America",earthquake,8.2,1.9,0.038,210,reviewed,us,us
2019-08-31T11:42:52.825Z,56.3664,-149.0215,20.07,3.3,ml,,193,2.408,0.52,us,us70005akx,2019-08-31T12:27:38.040Z,"259km SE of Kodiak, Alaska",earthquake,2.3,10.4,0.041,78,reviewed,us,us
2019-08-31T11:18:32.830Z,40.8614998,-123.104332,43.73,2.85,md,24,80,0.1473,0.15,nc,nc73262680,2019-08-31T18:27:00.294Z,"20km NW of Weaverville, CA",earthquake,0.72,0.93,0.1,10,automatic,nc,nc
2019-08-31T10:17:58.390Z,18.247,-67.7183,88,2.66,md,9,305,0.2758,0.25,pr,pr2019243008,2019-08-31T13:49:06.116Z,"50km WSW of Rincon, Puerto Rico",earthquake,2.24,1.32,0.26,7,reviewed,pr,pr
2019-08-31T10:08:47.926Z,62.3307,-149.7249,15.1,2.6,ml,,,,0.79,ak,ak019b61lhih,2019-08-31T10:37:33.040Z,"19km NNE of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-31T09:45:07.820Z,18.1711,-67.6385,5,2.85,md,15,184,0.2663,0.4,pr,pr2019243006,2019-08-31T10:47:16.040Z,"56km W of Puerto Real, Puerto Rico",earthquake,1.09,0.96,0.39,17,reviewed,pr,pr
2019-08-31T08:45:14.180Z,19.1518,-63.9471,7,4.9,ml,23,221,1.405,0.71,pr,pr2019243005,2019-08-31T12:53:10.804Z,"86km NE of Road Town, British Virgin Islands",earthquake,4.44,2.98,0.38,21,reviewed,pr,pr
2019-08-31T08:27:38.903Z,56.3733,-148.6069,0,3.1,ml,,,,0.66,ak,ak019b60iuuh,2019-08-31T08:32:28.685Z,"279km ESE of Kodiak, Alaska",earthquake,,756,,,automatic,ak,ak
2019-08-31T07:50:18.038Z,23.0347,121.7453,11.42,4.6,mb,,92,0.65,0.74,us,us70005aim,2019-08-31T08:03:59.040Z,"68km ENE of Taitung City, Taiwan",earthquake,3.5,5.3,0.119,21,reviewed,us,us
2019-08-31T07:42:32.487Z,6.2092,126.5826,35.78,4.6,mb,,137,1.313,0.78,us,us70005ail,2019-08-31T08:00:12.040Z,"47km ESE of Pondaguitan, Philippines",earthquake,7.9,9.1,0.133,17,reviewed,us,us
2019-08-31T07:26:56.980Z,35.8291667,-117.6813333,7.89,2.72,ml,38,42,0.06943,0.19,ci,ci39028608,2019-08-31T13:18:00.411Z,"23km N of Ridgecrest, CA",earthquake,0.23,0.75,0.196,25,automatic,ci,ci
2019-08-31T06:53:49.664Z,51.8869,-171.5675,32.15,4.2,mb,,175,1.39,1.02,us,us70005ai9,2019-08-31T18:30:37.056Z,"70km SSW of Amukta Island, Alaska",earthquake,5.9,5.9,0.081,42,reviewed,us,us
2019-08-31T06:40:36.035Z,42.4947,89.2854,10,4.5,mb,,76,6.584,0.87,us,us70005ai7,2019-08-31T08:36:37.040Z,"49km SSE of Turpan, China",earthquake,7.7,1.8,0.124,19,reviewed,us,us
2019-08-31T06:30:52.114Z,-21.2013,170.0036,36.61,4.8,mb,,94,2.759,0.5,us,us70005ai6,2019-08-31T06:58:04.040Z,"198km SSE of Isangel, Vanuatu",earthquake,8.5,7.8,0.098,32,reviewed,us,us
2019-08-31T04:14:12.830Z,18.986,-67.2043,20,2.81,md,9,285,0.5268,0.63,pr,pr2019243004,2019-08-31T10:00:10.371Z,"55km NNW of San Antonio, Puerto Rico",earthquake,3.22,47.29,0.36,7,reviewed,pr,pr
2019-08-31T04:01:47.560Z,40.3151665,-124.4291687,8.62,2.51,md,14,267,0.07139,0.08,nc,nc73262485,2019-08-31T06:44:03.400Z,"12km W of Petrolia, CA",earthquake,1.42,0.56,0.13,12,automatic,nc,nc
2019-08-31T03:56:21.860Z,36.104,-119.9846667,5.38,2.6,md,57,101,0.2546,0.12,nc,nc73262475,2019-09-04T04:21:05.167Z,"11km N of Kettleman City, CA",earthquake,0.33,1.59,0.197,53,reviewed,nc,nc
2019-08-31T03:38:44.610Z,18.5743,-68.5388,157,3.16,md,14,208,0.9662,0.5,pr,pr2019243003,2019-08-31T17:22:58.040Z,"3km NW of Boca de Yuma, Dominican Republic",earthquake,5.76,2.57,0.24,12,reviewed,pr,pr
2019-08-31T03:10:21.974Z,19.4974,144.351,10,4.8,mb,,140,17.808,0.81,us,us70005ah1,2019-09-01T05:16:21.040Z,"128km SSW of Farallon de Pajaros, Northern Mariana Islands",earthquake,14.6,1.9,0.065,103,reviewed,us,us
2019-08-31T02:29:08.275Z,60.6467,-153.3522,166.3,3.1,ml,,,,0.64,ak,ak019b5wyfl7,2019-08-31T02:41:30.637Z,"37km WNW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-31T02:26:23.880Z,35.8751667,-117.6993333,7.17,2.48,ml,37,48,0.08275,0.19,ci,ci39027808,2019-08-31T02:37:05.190Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.79,0.206,25,automatic,ci,ci
2019-08-31T01:42:46.110Z,18.0673,-67.9558,68,2.87,md,16,184,0.5725,0.53,pr,pr2019243001,2019-08-31T02:11:00.401Z,"74km SE of Punta Cana, Dominican Republic",earthquake,2.7,2.31,0.25,16,reviewed,pr,pr
2019-08-31T01:15:05.266Z,-8.6821,119.5499,154.17,4.5,mb,,124,2.657,0.44,us,us70005agk,2019-09-01T05:20:50.040Z,"12km SSE of Komodo, Indonesia",earthquake,12.4,12.5,0.314,3,reviewed,us,us
2019-08-31T00:57:42.340Z,33.7001667,-116.7341667,18.17,2.74,ml,89,23,0.01996,0.22,ci,ci39027592,2019-08-31T07:39:06.516Z,"5km SSW of Idyllwild, CA",earthquake,0.18,0.33,0.214,25,automatic,ci,ci
2019-08-31T00:40:53.890Z,19.0105,-65.3943,22,2.82,md,17,301,0.9835,0.23,pr,pr2019243000,2019-08-31T03:57:28.040Z,"73km NNE of Luquillo, Puerto Rico",earthquake,1.43,18.76,0.17,15,reviewed,pr,pr
2019-08-31T00:18:19.060Z,36.086,-117.8621667,1.8,2.58,ml,34,95,0.03207,0.17,ci,ci39027496,2019-08-31T00:28:59.140Z,"9km ENE of Coso Junction, CA",earthquake,0.25,0.33,0.193,25,automatic,ci,ci
2019-08-31T00:09:15.590Z,18.28,-92.6775,10,4.1,mb,,98,2.053,0.88,us,us70005afz,2019-08-31T00:50:59.970Z,"13km ENE of Tamulte de las Sabanas, Mexico",earthquake,7.4,2,0.048,118,reviewed,us,us
2019-08-30T23:38:55.910Z,19.3866,-67.9958,82,3.04,md,13,216,1.1275,0.36,pr,pr2019242006,2019-08-31T04:47:08.040Z,"94km NNE of Punta Cana, Dominican Republic",earthquake,2.99,4.99,0.33,11,reviewed,pr,pr
2019-08-30T23:07:54.670Z,39.4804993,-122.9509964,14.05,2.54,md,30,51,0.198,0.16,nc,nc73262340,2019-08-31T03:47:03.327Z,"8km N of Lake Pillsbury, CA",earthquake,0.29,0.71,0.12,23,automatic,nc,nc
2019-08-30T22:28:33.115Z,35.9391,69.6249,131.05,4.1,mb,,81,1.474,0.71,us,us70005af3,2019-08-30T22:53:47.040Z,"46km ESE of Nahrin, Afghanistan",earthquake,7.1,15.5,0.262,4,reviewed,us,us
2019-08-30T21:16:05.890Z,18.889,-67.4278,8,2.75,md,9,289,0.5072,0.26,pr,pr2019242004,2019-08-31T00:57:31.742Z,"55km NW of San Antonio, Puerto Rico",earthquake,1.81,1.51,0.35,7,reviewed,pr,pr
2019-08-30T20:37:21.885Z,-29.7393,-69.3807,121.84,4.6,mb,,49,0.663,0.75,us,us70005ae6,2019-08-31T15:37:46.515Z,"82km NW of San Jose de Jachal, Argentina",earthquake,6.8,5.8,0.074,55,reviewed,us,us
2019-08-30T20:27:45.609Z,68.5249,-147.2684,0,2.5,ml,,,,0.78,ak,ak019b4k4jf1,2019-08-31T15:26:47.040Z,"81km NW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-30T19:54:43.370Z,36.2076667,-117.8565,2.98,2.52,ml,29,66,0.08991,0.18,ci,ci39026808,2019-08-30T20:05:44.800Z,"16km ESE of Olancha, CA",earthquake,0.27,0.98,0.098,25,automatic,ci,ci
2019-08-30T19:08:04.056Z,43.5272,-127.7069,10,2.9,ml,,247,2.551,0.81,us,us70005ad5,2019-08-31T14:40:18.040Z,"271km W of Bandon, Oregon",earthquake,8.6,2,0.043,72,reviewed,us,us
2019-08-30T19:03:58.240Z,37.4693336,-118.845665,5.65,2.67,md,27,133,,0.05,nc,nc73262245,2019-08-31T02:07:18.715Z,"18km SW of Toms Place, CA",earthquake,0.27,1.68,0.26,28,automatic,nc,nc
2019-08-30T17:21:04.269Z,37.5226,26.8158,5.22,4.5,mwr,,29,1.674,0.72,us,us70005abi,2019-09-02T07:12:40.410Z,"21km SSW of Chora, Greece",earthquake,4.2,4.5,0.08,15,reviewed,us,us
2019-08-30T16:38:20.570Z,37.4666672,-118.8440018,5.23,2.64,md,24,134,0.1237,0.05,nc,nc73262190,2019-08-30T18:53:02.897Z,"18km SW of Toms Place, CA",earthquake,0.31,2.13,0.28,25,automatic,nc,nc
2019-08-30T14:52:41.390Z,37.3648338,-118.5251694,10.72,2.5,ml,21,201,0.03251,0.05,nc,nc73262120,2019-08-31T02:06:57.539Z,"6km W of West Bishop, CA",earthquake,0.86,1.22,0.137,12,automatic,nc,nc
2019-08-30T14:22:02.140Z,21.6366667,-157.699,4.03,2.5,ml,9,200,,0.12,hv,hv71116317,2019-09-01T10:45:56.040Z,"29km NE of Ka'a'awa, Hawaii",earthquake,0.62,1.4,0.148,5,reviewed,hv,hv
2019-08-30T13:25:29.200Z,19.5086,-67.9508,11,2.64,md,8,244,1.219,0.31,pr,pr2019242003,2019-08-30T15:52:11.825Z,"113km NNE of Punta Cana, Dominican Republic",earthquake,4.69,4.95,0.37,7,reviewed,pr,pr
2019-08-30T13:21:33.090Z,20.17,-155.8015,12.38,2.46,ml,59,120,0.04996,0.11,hv,hv71116237,2019-09-01T07:13:37.040Z,"7km S of Kapaau, Hawaii",earthquake,0.43,0.24,0.17,18,reviewed,hv,hv
2019-08-30T13:01:36.363Z,44.6335,18.537,10.06,4.8,mb,,29,2.214,0.82,us,us70005a7c,2019-09-03T21:42:47.771Z,"5km NNW of Mramor, Bosnia and Herzegovina",earthquake,5.4,4.6,0.035,253,reviewed,us,us
2019-08-30T11:58:32.990Z,35.7095,-117.5501667,7.45,2.72,ml,40,57,0.08862,0.22,ci,ci39025416,2019-08-30T12:09:32.320Z,"15km WSW of Searles Valley, CA",earthquake,0.28,1.02,0.162,24,automatic,ci,ci
2019-08-30T11:50:31.254Z,62.0955,-151.1312,82.7,2.5,ml,,,,0.63,ak,ak019b4ewje0,2019-08-30T12:04:08.862Z,"58km WSW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-30T11:31:09.289Z,35.44866667,-97.91183333,5,2.56,ml,14,137,0.2321544434,0.74,ok,ok2019qzfb,2019-08-30T22:28:07.363Z,"6km NNE of Union City, Oklahoma",earthquake,,4.5,0.13,7,reviewed,ok,ok
2019-08-30T11:25:30.440Z,-17.6863,-69.6598,158.53,4.4,mb,,106,0.196,0.69,us,us70005a69,2019-08-30T11:52:15.040Z,"46km ESE of Tarata, Peru",earthquake,7.1,4.7,0.143,14,reviewed,us,us
2019-08-30T10:06:41.774Z,22.3883,143.5282,104.01,4.5,mb,,140,4.843,0.82,us,us70005a5s,2019-08-30T11:51:55.040Z,"249km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,12,8.9,0.082,44,reviewed,us,us
2019-08-30T08:55:41.140Z,35.6138333,-117.4046667,2.38,2.58,ml,36,85,0.05347,0.17,ci,ci39024928,2019-08-30T09:06:38.950Z,"17km S of Trona, CA",earthquake,0.25,0.4,0.173,25,automatic,ci,ci
2019-08-30T08:27:50.397Z,-22.8,-68.0476,145.32,4.7,mb,,64,0.193,0.77,us,us70005a3v,2019-08-30T08:46:19.040Z,"21km NE of San Pedro de Atacama, Chile",earthquake,8.8,5.1,0.147,14,reviewed,us,us
2019-08-30T07:00:04.173Z,45.7317,26.6826,132.48,4.5,mb,,57,0.571,1.1,us,us70005a3d,2019-09-03T12:35:31.752Z,"3km WNW of Nereju, Romania",earthquake,6.9,6.8,0.15,13,reviewed,us,us
2019-08-30T05:57:18.017Z,23.7758,-45.4454,10,5.3,mww,,75,16.439,0.97,us,us70005a2x,2019-09-03T14:38:41.040Z,"Northern Mid-Atlantic Ridge",earthquake,9.8,1.9,0.073,18,reviewed,us,us
2019-08-30T05:38:29.213Z,-7.5636,130.409,35,4.9,mb,,89,0.975,0.66,us,us70005a2q,2019-08-30T05:58:34.040Z,"108km WNW of Saumlaki, Indonesia",earthquake,3.3,1.9,0.08,50,reviewed,us,us
2019-08-30T05:37:09.942Z,8.451,-82.9599,6.74,4.7,mb,,108,0.358,0.71,us,us70005a2n,2019-08-30T05:51:45.040Z,"12km NW of Finca Blanco Numero Uno, Panama",earthquake,4.5,6.4,0.101,30,reviewed,us,us
2019-08-30T05:31:19.750Z,18.4258,-66.1198,101,2.47,md,10,269,0.1223,0.25,pr,pr2019242001,2019-08-30T08:58:51.924Z,"1km S of Catano, Puerto Rico",earthquake,2.37,1.18,0.32,8,reviewed,pr,pr
2019-08-30T04:36:58.947Z,59.0772,-136.9991,3.8,3.8,ml,,,,0.65,ak,ak019b4ank7c,2019-09-01T18:09:17.040Z,"90km W of Haines, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-08-30T02:46:29.109Z,60.7145,-149.6057,33.4,3.2,ml,,,,0.45,ak,ak019b49iru2,2019-09-03T14:41:53.895Z,"50km W of Whittier, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-08-30T02:38:53.407Z,36.9098,27.3244,67.98,2.8,ml,,49,0.945,1.01,us,us70005a3q,2019-09-04T05:06:56.283Z,"3km ENE of Kos, Greece",earthquake,3.7,23.3,0.091,16,reviewed,us,us
2019-08-29T23:33:04.261Z,37.2757,71.5541,108.92,4.3,mb,,74,0.267,0.59,us,us700059yv,2019-08-30T00:28:04.040Z,"23km S of Khorugh, Tajikistan",earthquake,6,5.5,0.116,21,reviewed,us,us
2019-08-29T23:16:39.270Z,19.1638333,-155.4601667,35.56,2.76,ml,67,125,0.008577,0.1,hv,hv71115227,2019-08-30T05:03:09.040Z,"5km SSE of Pahala, Hawaii",earthquake,0.42,0.48,0.145,40,reviewed,hv,hv
2019-08-29T22:24:12.580Z,44.3297,-110.5333,2.04,2.7,ml,,130,0.06,1.02,us,us700059yb,2019-08-30T20:51:19.040Z,"27km ESE of Old Faithful Geyser, Wyoming",earthquake,0.9,3.2,0.173,9,reviewed,uu,uu
2019-08-29T22:16:42.878Z,51.4068,-176.722,45.09,3.5,mb,,202,0.476,0.34,us,us700059yl,2019-08-30T18:16:06.062Z,"52km S of Adak, Alaska",earthquake,6.6,21.5,0.093,28,reviewed,us,us
2019-08-29T21:42:00.460Z,51.3983333,-179.0021667,10.69,2.62,ml,15,199,0.1948,0.27,av,av62080936,2019-09-04T00:35:36.550Z,"16km NNE of Amatignak Island, Alaska",earthquake,1.35,1.39,0.52,2,reviewed,av,av
2019-08-29T21:33:01.630Z,44.3323,-110.5255,1.44,2.6,ml,,121,0.059,0.49,us,us700059xk,2019-09-01T01:34:15.824Z,"28km ESE of Old Faithful Geyser, Wyoming",earthquake,1.3,1.3,0.203,5,reviewed,uu,uu
2019-08-29T20:59:03.131Z,50.861,-177.6909,30.34,2.5,ml,,229,0.905,0.48,us,us700059yf,2019-08-30T19:02:00.040Z,"108km ESE of Amatignak Island, Alaska",earthquake,2.6,8.9,,,reviewed,us,ak
2019-08-29T20:58:46.890Z,50.863,-177.6772,31.61,2.5,ml,,229,0.904,0.41,us,us700059ye,2019-08-30T17:43:57.040Z,"109km ESE of Amatignak Island, Alaska",earthquake,3.7,5.4,,,reviewed,us,ak
2019-08-29T20:49:12.219Z,55.9189,-157.521,46.1,2.6,ml,,,,0.52,ak,ak019b2wpuud,2019-08-30T16:01:35.040Z,"85km ESE of Chignik Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-08-29T19:37:03.682Z,0.7104,126.1282,44.41,4.6,mb,,55,1.239,1.17,us,us700059v0,2019-08-29T20:44:15.040Z,"132km SE of Bitung, Indonesia",earthquake,6.1,8.1,0.112,24,reviewed,us,us
2019-08-29T19:09:17.564Z,69.587,-144.1921,0.3,2.8,ml,,,,0.71,ak,ak019b2vvuc6,2019-08-30T15:57:07.040Z,"64km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-08-29T18:50:05.775Z,69.4985,-144.2536,11.2,3.3,ml,,,,0.55,ak,ak019b2vj68a,2019-08-30T15:52:26.040Z,"74km SSW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-08-29T18:29:01.466Z,14.3477,-91.9446,59.23,4.2,mb,,170,0.299,0.92,us,us700059tu,2019-08-29T20:12:14.040Z,"6km NNW of Champerico, Guatemala",earthquake,8,5.3,0.07,57,reviewed,us,us
2019-08-29T17:58:49.370Z,-36.573,-70.9763,140.72,4.2,ml,,91,0.255,1.12,us,us700059tk,2019-08-29T19:59:07.040Z,"50km NNW of Las Ovejas, Argentina",earthquake,8,9.9,,,reviewed,us,guc
2019-08-29T17:17:48.550Z,34.018,-117.1193333,8.96,2.98,ml,136,14,0.01835,0.18,ci,ci39022568,2019-09-01T06:28:01.539Z,"6km SSE of Mentone, CA",earthquake,0.1,0.25,0.128,181,reviewed,ci,ci
2019-08-29T16:46:35.002Z,59.8197,-153.2328,106.7,2.9,ml,,,,0.64,ak,ak019b2ubi9s,2019-08-30T15:16:53.040Z,"78km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-29T16:19:18.970Z,32.2435,-115.2723333,12.3,2.64,ml,24,138,0.1765,0.31,ci,ci39022440,2019-08-29T16:47:41.842Z,"10km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.68,2.17,0.145,45,reviewed,ci,ci
2019-08-29T16:03:23.736Z,67.6532,-166.5479,0.1,2.9,ml,,,,0.95,ak,ak019b2u29o5,2019-08-30T14:59:54.040Z,"90km SW of Point Hope, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-08-29T15:52:19.685Z,60.991,-148.4868,0.1,2.6,ml,,,,1.11,ak,ak019b2trbqi,2019-08-29T16:06:57.609Z,"26km NNE of Whittier, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-29T15:07:57.794Z,43.5436,-127.8761,4.74,6.3,mww,,40,2.674,1.04,us,us700059qh,2019-09-04T06:57:39.412Z,"285km W of Bandon, Oregon",earthquake,6.9,2.9,0.04,60,reviewed,us,us
2019-08-29T14:51:15.599Z,56.2944,-151.6389,11.6,2.9,ml,,,,0.67,ak,ak019b2t5oub,2019-08-29T19:03:18.378Z,"172km SSE of Kodiak, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2019-08-29T14:31:28.754Z,-34.3622,-71.916,30.71,4.2,mb,,161,0.688,0.95,us,us700059nx,2019-08-30T14:29:32.040Z,"58km WNW of Santa Cruz, Chile",earthquake,3.1,8,0.235,5,reviewed,us,us
2019-08-29T12:25:12.794Z,-11.4861,166.4341,53.18,4.9,mb,,51,6.696,0.82,us,us700059me,2019-08-29T12:44:44.040Z,"107km SE of Lata, Solomon Islands",earthquake,9.8,7.9,0.093,36,reviewed,us,us
2019-08-29T12:15:14.769Z,50.5299,178.9665,81.4,3.1,ml,,,,0.75,ak,ak019b2rr2kv,2019-08-29T18:37:47.943Z,"158km WSW of Amatignak Island, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2019-08-29T12:12:47.107Z,47.303,-70.434,3.69,3.3,mwr,,89,0.256,0.62,us,us700059m4,2019-09-02T02:37:11.404Z,"16km SSE of Baie-Saint-Paul, Canada",earthquake,3,9.5,0.075,17,reviewed,us,us
